config,use_text,use_features,val_recall,val_f1,test_recall,test_f1,test_accuracy
text_only,True,False,0.9885057471264368,0.98005698005698,0.9942528735632183,0.9774011299435028,0.9770114942528736
text_feat,True,True,0.9827586206896551,0.991304347826087,0.9942528735632183,0.9857549857549858,0.985632183908046
feat_only,False,True,0.9482758620689655,0.9243697478991597,0.9770114942528736,0.9289617486338798,0.9252873563218391
